
2346  J1937+1505    hfs+04     2.8727736506             7  hfs+04     0.34809564610          8  hfs+04     237           11  hfs+04     6.45   6.45     ymw17
2347  B1935+25      dtws85     0.20098020244218        17  hlk+04     4.975614452810         4  hlk+04     53.221         5  hlk+04     2.87   2.87     ymw17
2348  J1937+2950    jsb+09     1.65742878336            3  jsb+09     0.603344173844         9  jsb+09     113.99        11  bkk+16     7.47   7.47     ymw17
2349  J1938+0650    fcwa95     1.121561892              5  lwf+04     0.891613746            4  lwf+04     70.8           2  lwf+04     2.83   2.83     ymw17
2350  J1938+14      dsm+16     2.90251                  0  dsm+16         0.344529           0  dsm+16     74.2           0  dsm+16     2.54   2.54     ymw17

2351  J1938+2010    nab+13     0.68708185664            2  nab+13     1.45543065988          5  nab+13     327.7          8  nab+13     8.81   8.81     ymw17
2352  J1938+2012    lbh+15     0.0026341351275486       6  sab+16     379.63124577084        9  sab+16     236.909        5  sab+16     6.29   6.29     ymw17
2353  J1938+2213    cha03      0.1661155731566          6  lcm13      6.01990518407          3  lcm13      91             3  lcm13      3.42   3.42     ymw17
2354  J1939+10      cnst96     2.31                     3  cnst96     0.433                  6  cnst96     90             8  cnst96     3.55   3.55     ymw17
2355  B1937+21      bkh+82     0.00155780656108493      5  dcl+16     641.92822458236        3  dcl+16     71.0237       13  dcl+16     3.50   2.90     ymw17

2356  B1937+24      sstd86     0.6453024694             3  hlk+04     1.5496608915           5  hlk+04     142.88         7  hlk+04     7.11   7.11     ymw17
2357  J1939+66      slr+14     0.022260606             52  slr+14     44.92241              11  slr+14     41.2           1  slr+14     3.36   3.36     ymw17
2358  J1940+2245    lbh+15     0.258911996567           5  lsb+17     3.86231620496          8  lsb+17     222.4         13  lsb+17     8.08   8.08     ymw17
2359  J1940+2337    nab+13     0.546824157964           7  nab+13     1.82874144354          3  nab+13     252.1          3  nab+13     8.47   8.47     ymw17
2360  J1940-2403    lml+98     1.855276                 3  dsb+98     0.5390034              9  dsb+98     63.3           1  dsb+98     6.31   6.31     ymw17

2361  J1941+01      dsm+16     1.40473                  0  dsm+16         0.711881           0  dsm+16     133.3          0  dsm+16     25.00  +25.00   ymw17
2362  J1941+0121    blr+13     0.217317451828          10  blr+13     4.6015632504           3  blr+13     52.7           7  blr+13     2.15   2.15     ymw17
2363  J1941+1026    nft95      0.90539388830            2  cn95       1.10449166150          3  cn95       138.91         2  cn95       7.97   7.97     ymw17
2364  J1941+1341    lfl+06     0.559084099229          13  lfl+06     1.78863967224          4  lfl+06     147.9          3  lfl+06     5.46   5.46     ymw17
2365  J1941+2525    nab+13     2.30615269700            2  nab+13     0.433622631017         4  nab+13     314.4          4  nab+13     11.16  11.16    ymw17

2366  B1937-26      mlt+78     0.4028579088754          3  hlk+04     2.4822647836094       13  hlk+04     50.036         3  hlk+04     3.56   3.56     ymw17
2367  J1941+43      slr+14     0.840887                35  slr+14     1.18922                5  slr+14     79             2  slr+14     6.48   6.48     ymw17
2368  B1939+17      ht75b      0.69626221476            2  lcx02      1.43624051227          5  lcx02      190            6  lcx02      4.91   4.91     ymw17
2369  J1942+81      slr+14     0.2035682               44  slr+14     4.91236               11  slr+14     40.3           5  slr+14     3.50   3.50     ymw17
2370  J1943+0609    ebvb01     0.446226281658           3  ebvb01     2.241015469291        16  ebvb01     70.76          6  ebvb01     3.27   3.27     ymw17

2371  B1940-12      mlt+78     0.9724288509136         18  hlk+04     1.0283528703005       18  hlk+04     28.918        15  hlk+04     1.20   1.20     ymw17
2372  J1943+2210    skl+15     0.005084173689953        6  skl+15     196.6887956594         2  skl+15     174.089        3  skl+15     6.78   6.78     ymw17
2373  J1944+0907    clm+05     0.005185201909339406    14  abb+18     192.8565208230049      5  abb+18     24.3598        5  abb+18     1.36   1.22     ymw17
2374  J1944-10      kkl+15     0.409135                 1  kkl+15     2.444181               6  kkl+15     31.01          3  kkl+15     1.28   1.28     ymw17
2375  B1941-17      mlt+78     0.841157774341           6  hlk+04     1.188837612282         8  hlk+04     56.32          6  hlk+04     4.12   4.12     ymw17

2376  B1942+17      ht75b      1.9968990135             1  lcx02      0.50077645051          3  lcx02      175            2  lcx02      4.88   4.88     ymw17
2377  J1944+2236    csl+12     0.003617993078111        7  csl+12     276.3963275801         5  csl+12     185.45        12  csl+12     7.60   7.60     ymw17
2378  B1942-00      mlt+78     1.045632444772           7  hlk+04     0.956359000718         6  hlk+04     59.71          6  hlk+04     3.16   3.16     ymw17
2379  J1945+07      dsm+13     1.0739                   0  dsm+13         0.931185           0  dsm+13     62             0  dsm+13     2.57   2.57     ymw17
2380  B1943+18      ht75b      1.06870769134            4  lcx02      0.93570955660          4  lcx02      217.7          1  lcx02      7.36   7.36     ymw17

2381  J1946-1312    jbo+09     0.491865489484           6  jbo+09     2.03307615879          3  jbo+09     60             2  jbo+09     4.46   4.46     ymw17
2382  J1946+14      dsm+16     2.28244                  0  dsm+16         0.438128           0  dsm+16     50.3           0  dsm+16     2.09   2.09     ymw17
2383  B1944+17      vl70       0.4406184769108          8  hlk+04     2.269537144722         4  hlk+04     16.1356       73  bkk+16     0.30   1.01     ymw17
2384  B1944+22      ht75b      1.33444985809            5  gr78       0.74937248031          3  gr78       140           20  ht75b      5.95   5.95     ymw17
2385  J1946+24      dcm+09     4.729                    0  dcm+09         0.211461           0  dcm+09     96             0  dcm+09     4.30   4.30     ymw17

2386  J1946+2535    nab+13     0.51516705131            6  nab+13     1.9411179295           3  nab+13     248.81         4  nab+13     8.30   8.30     ymw17
2387  J1946+2611    nft95      0.4350602546             3  cn95       2.2985321905          16  cn95       165            3  cn95       7.56   7.56     ymw17
2388  B1943-29      mlt+78     0.959447931541           3  hlk+04     1.042266043967         3  hlk+04     44.309        15  hlk+04     3.12   3.12     ymw17
2389  J1946+3417    bck+13     0.00317013917885772      9  bfk+17     315.443563698779       8  bfk+17     111.11         5  bfk+17     6.97   6.97     ymw17
2390  J1946-5403    ckr+15     0.002710                 0  ckr+15       369.003690           0  ckr+15     23.7           0  ckr+15     1.15   1.15     ymw17

2391  J1947+0915    ebvb01     1.48074382424            9  ebvb01     0.67533626251          5  ebvb01     94             4  ebvb01     5.15   5.15     ymw17
2392  J1947+10      cnst96     1.110944                 3  cnst96     0.900135               3  cnst96     149           30  cnst96     10.85  10.85    ymw17
2393  J1947+1957    nab+13     0.157508542541           4  nab+13     6.34886199737         17  nab+13     185.8          2  nab+13     6.78   6.78     ymw17
2394  J1947-4215    lml+98     1.798069                 1  dsb+98     0.5561522              4  dsb+98     35             1  dsb+98     2.20   2.20     ymw17
2395  J1947-43      bcm+15     0.18094                  0  bcm+15         5.526694           0  bcm+15     29.9           0  bcm+15     1.63   1.63     ymw17

2396  J1948+2333    lsb+17     0.5283521633015         16  lsb+17     1.892677023884         6  lsb+17     198.2          8  lsb+17     8.05   8.05     ymw17
2397  J1948+2551    nab+13     0.1966268136138          4  nab+13     5.085776357868        11  nab+13     289.27         5  nab+13     8.70   8.70     ymw17
2398  B1946+35      dl70       0.717311174076           4  hlk+04     1.394095109822         6  hlk+04     129.36748     78  bkk+16     7.65   7.65     ymw17
2399  J1949+2306    nab+13     1.31937338530            1  nab+13     0.757935555728         6  nab+13     196.3          5  nab+13     8.11   8.11     ymw17
2400  B1946-25      mlt+78     0.957616630291           4  hlk+04     1.044259224797         4  hlk+04     23.07          3  hlk+04     1.05   1.05     ymw17

2401  J1949+3106    dfc+12     0.0131381833437040       6  dfc+12     76.114023821963        3  dfc+12     164.1264       5  dfc+12     7.47   7.47     ymw17
2402  J1950+05      cnst96     0.455934                 3  cnst96     2.193300              15  cnst96     71            14  cnst96     3.94   3.94     ymw17
2403  J1950+2414    kls+15     0.004304775549739        3  kls+15     232.30014862462       14  kls+15     142.089       18  kls+15     7.27   7.27     ymw17
2404  J1951+1123    nft95      5.0940830275             2  cn95       0.196306183979         8  cn95       31.29          9  cn95       1.51   1.51     ymw17
2405  B1949+14      sstd86     0.275025682520           4  hlk+04     3.63602406451          4  hlk+04     31.5051       47  bkk+16     1.59   1.59     ymw17

2406  J1952+2630    kla+11     0.020732360562672        4  ltk+14     48.233774295845        7  ltk+14     315.338        2  ltk+14     10.04  10.04    ymw17
2407  B1951+32      kcb+88     0.0395311928548         11  hlk+04     25.2964792556          7  hlk+04     45.006        19  hlk+04     3.00   3.22     ymw17
2408  J1953+1149    nft95      0.8518902768             2  cn95       1.1738600935           3  cn95       140.03         3  cn95       10.51  10.51    ymw17
2409  J1953+1846A   hrs+07     0.004888                 1  hrs+07     204.58                 5  hrs+07     117            1  hrs+07     6.00   4.50     ymw17
2410  J1953+2732    nab+13     1.33396499366            2  nab+13     0.749644859312        12  nab+13     195.4          9  nab+13     7.60   7.60     ymw17

2411  J1953+67      slr+14     0.008565431             18  slr+14     116.7484               3  slr+14     57.2           1  slr+14     5.44   5.44     ymw17
2412  J1954+2407    lsb+17     0.1934045707829         15  lsb+17     5.17050861803          5  lsb+17     80.5           4  lsb+17     4.18   4.18     ymw17
2413  J1954+2836    sdz+10     0.0927090547             3  sdz+10     10.78643292            3  sdz+10     *              0  *          1.96   *        *
2414  B1952+29      dlp70      0.4266767865302          4  hlk+04     2.3436944112479       20  hlk+04     7.932          7  hlk+04     0.54   0.54     ymw17
2415  J1954+43      slr+14     1.386961                94  slr+14     0.72100                5  slr+14     130            3  slr+14     9.95   9.95     ymw17

2416  J1955+2527    dfc+12     0.0048727658629793      17  dfc+12     205.22225531037        7  dfc+12     209.971        3  dfc+12     8.18   8.18     ymw17
2417  B1953+29      bbf83      0.00613316651555320      6  abb+18     163.0479129278624     14  abb+18     104.5159       6  abb+18     6.30   6.30     ymw17
2418  B1953+50      dth78      0.5189379874091          5  hlk+04     1.9270125222336       18  hlk+04     31.98266      13  bkk+16     2.19   2.19     ymw17
2419  J1956+07      dsm+16     5.01248                  0  dsm+16         0.199502           0  dsm+16     61.3           0  dsm+16     3.16   3.16     ymw17
2420  J1956+0838    ebvb01     0.303910924347           7  ebvb01     3.29043782203          8  ebvb01     67.087        24  bkk+16     3.54   3.54     ymw17

2421  J1956-28      kkl+15     0.2600144                6  kkl+15     3.845941               9  kkl+15     45.69          1  kkl+15     3.73   3.73     ymw17
2422  J1957+2516    lbh+15     0.003961655342404        1  sab+16     252.41973709737        7  sab+16     44.137         3  sab+16     2.66   2.66     ymw17
2423  J1957+2831    llc98      0.3076828651978         17  hlk+04     3.250099739409        17  hlk+04     138.99         8  hlk+04     6.89   6.89     ymw17
2424  J1957+5033    sdz+10     0.3748062242             3  sdz+10     2.668045340            2  sdz+10     *              0  *          1.36   *        *
2425  J1958+2846    aaa+09c    0.29038924475            5  rkp+11     3.4436537099           5  rkp+11     *              0  *          1.95   *        *

2426  B1957+20      fst88      0.00160740168480632      3  aft94      622.122030511927      12  aft94      29.1168        7  aft94      1.73   1.73     ymw17
2427  J1959+3620    bck+13     0.40608118100            1  bck+13     2.46256179008          7  bck+13     273            0  bck+13     10.89  10.89    ymw17
2428  J2001+42      slr+14     0.719161                22  slr+14     1.39051                5  slr+14     55             1  slr+14     3.74   3.74     ymw17
2429  J2002+1637    nft95      0.27649748362           18  cn95       3.616669443            3  cn95       94.581        48  bkk+16     4.90   4.90     ymw17
2430  J2002+30      cnst96     0.421794                 3  cnst96     2.370826              17  cnst96     196           38  cnst96     7.09   7.09     ymw17

2431  B2000+32      cl86       0.6967605102             3  hlk+04     1.4352133702           6  hlk+04     142.21         3  hlk+04     6.46   6.46     ymw17
2432  B2000+40      stwd85     0.9050668203089         10  hlk+04     1.1048907965256       12  hlk+04     131.486       41  bkk+16     6.39   6.39     ymw17
2433  J2004+2653    lsb+17     0.66587861963            4  lsb+17     1.50177520425         10  lsb+17     160            4  lsb+17     7.67   7.67     ymw17
2434  B2002+31      dlp70      2.11126473382            4  hlk+04     0.473649743674         7  hlk+04     234.820        8  hlk+04     8.00   7.26     ymw17
2435  J2004+3429    bck+13     0.24095264193            1  bck+13     4.15019313335         18  bck+13     351            0  bck+13     10.78  10.78    ymw17

2436  J2005-0020    mld+96     2.27966105858            4  hlk+04     0.438661702026         7  hlk+04     35.93         17  hlk+04     1.83   1.83     ymw17
2437  J2005+3547    nab+13     0.615033894871           4  nab+13     1.625926649473        11  nab+13     401.6          3  nab+13     13.56  13.56    ymw17
2438  J2005+3552    bck+13     0.30794290464            2  bck+13     3.2473552238           3  bck+13     455            0  bck+13     14.65  14.65    ymw17
2439  B2003-08      mlt+78     0.580871337031           3  hlk+04     1.721551635017         7  hlk+04     32.39          3  hlk+04     1.71   1.71     ymw17
2440  J2006+3102    nab+13     0.16369523645            9  nab+13     6.108913257            4  nab+13     107.16         1  nab+13     6.03   6.03     ymw17

2441  J2007+0809    ebvb01     0.32572436605            5  ebvb01     3.0700804245           5  ebvb01     53.394        37  bkk+16     3.04   3.04     ymw17
2442  J2007+0910    clm+05     0.4587348258074          6  clm+05     2.179908617664         3  clm+05     48.72934      67  bkk+16     2.63   2.63     ymw17
2443  J2007+20      kkl+15     4.634                    7  kkl+15     0.2158                 4  kkl+15     67.0           4  kkl+15     3.81   3.81     ymw17
2444  J2007+2722    kac+10     0.024497388545933       10  akc+13     40.820677605083       15  akc+13     127.0          4  akc+13     7.10   7.10     ymw17
2445  J2007+3120    nab+13     0.60820531457            1  nab+13     1.64418162098          3  nab+13     191.5          2  nab+13     6.91   6.91     ymw17

2446  J2008+2513    nft95      0.58919550332            6  cn95       1.69722951782         18  cn95       60.5555       36  bkk+16     4.03   4.03     ymw17
2447  J2009+3326    cfl+06     1.43836860189            2  nab+13     0.695232083547        10  nab+13     263.6          8  nab+13     7.30   7.30     ymw17
2448  J2010-1323    jbo+07     0.005223271016746625     9  abb+18     191.4509120422516      3  abb+18     22.177         5  abb+18     1.16   1.16     ymw17
2449  J2010+2845    nab+13     0.5653693451984          6  nab+13     1.7687552544064       19  nab+13     112.47         8  nab+13     6.58   6.58     ymw17
2450  J2010+3230    cfl+06     1.44244752060            1  nab+13     0.693266122835         5  nab+13     371.8          5  nab+13     13.02  13.02    ymw17

2451  J2011+3331    cfl+06     0.931733093470           4  nab+13     1.073268736517         5  nab+13     298.58         6  nab+13     8.60   8.60     ymw17
2452  J2012-2029    blr+13     0.54400187061            3  blr+13     1.83822897314         11  blr+13     37.67          8  blr+13     2.81   2.81     ymw17
2453  J2013-0649    lbr+13     0.5801872690010         34  lbr+13     1.723581425221        11  lbr+13     63.36         10  lbr+13     9.57   9.57     ymw17
2454  J2013+3058    nab+13     0.2760276934460          5  nab+13     3.622824896719         7  nab+13     148.7          1  nab+13     6.64   6.64     ymw17
2455  B2011+38      stwd85     0.2301936138595         10  hlk+04     4.344169168005        18  hlk+04     238.217        8  hlk+04     7.13   7.13     ymw17

2456  J2015+2524    nft95      2.3032990816             9  cn95       0.43415985705         17  cn95       13             3  cn95       0.88   0.88     ymw17
2457  J2016+1948    naf03      0.064940388241514        6  gsf+11     15.3987376281305      13  gsf+11     33.8148       16  gsf+11     2.16   2.16     ymw17
2458  J2017+0603    cgj+11     0.002896215816722975    11  abb+18     345.2781364654948     12  abb+18     23.92344       9  abb+18     1.40   1.40     ymw17
2459  J2017+2043    naf03      0.537143086032           2  naf03      1.861701334345         7  naf03      60.4906       99  bkk+16     4.21   4.21     ymw17
2460  J2017+3625    cwp+17     0.1667491790418          9  cwp+17     5.99703102436          3  cwp+17     *              0  *          *      *        *

2461  J2017+59      slr+14     0.403619                12  slr+14     2.47758                8  slr+14     61             3  slr+14     3.95   3.95     ymw17
2462  B2016+28      csl68      0.5579534804225          7  hlk+04     1.7922641135652       20  hlk+04     14.1977        6  srb+15     0.98   0.96     ymw17
2463  J2018+3431    cfl+06     0.3876640866385          8  nab+13     2.579552851210         6  nab+13     222.35         7  nab+13     6.64   6.64     ymw17
2464  J2019+2425    ntf93      0.00393452408033124     11  nss01      254.160345592754       8  nss01      17.203         5  ntf93      1.16   1.16     ymw17
2465  J2021+3651    rhr+02     0.103740952074           4  aaa+09d    9.6393948581           3  aaa+09d    367.5         10  aaa+09d    1.80   10.51    ymw17

2466  J2021+4026    aaa+09c    0.26531766093            5  rkp+11     3.7690668480           6  rkp+11     *              0  *          2.15   *        *
2467  B2020+28      fss73      0.3434021577860         13  hlk+04     2.912037613413        11  hlk+04     24.63109      18  bkk+16     2.10   1.71     ymw17
2468  J2022+3842    agr+11     0.048578779636          24  apk14      20.585119830          11  apk14      429.1          5  agr+11     10.00  13.15    ymw17
2469  B2021+51      dl70       0.529196917808          17  hlk+04     1.88965575261          6  hlk+04     22.54968      56  bkk+16     1.80   1.42     ymw17
2470  B2022+50      dtws85     0.372619054536           3  hlk+04     2.683706020472        16  hlk+04     32.98817      37  bkk+16     2.06   2.06     ymw17

2471  J2024+48      hrk+08     1.262                    0  hrk+08         0.792393           0  hrk+08     99             0  hrk+08     4.55   4.55     ymw17
2472  B2025+21      ht75b      0.398173021652           2  lcx02      2.511471007883        13  lcx02      97.0915       48  bkk+16     10.30  10.30    ymw17
2473  J2027+4557    hrk+08     1.099651368044           7  jsb+09     0.909379126021         5  jsb+09     229.594       11  jsb+09     9.00   9.00     ymw17
2474  J2027+74      slr+14     0.515229                14  slr+14     1.94088                6  slr+14     11             3  slr+14     0.71   0.71     ymw17
2475  J2028+3332    pga+12     0.1767074151138          7  pga+12     5.65907208453          2  pga+12     *              0  *          *      *        *

2476  B2027+37      stwd85     1.216804657740          12  hlk+04     0.821824599075         8  hlk+04     190.66         3  hlk+04     5.77   5.77     ymw17
2477  B2028+22      ht75b      0.630512646679           4  hlk+04     1.586011010670         9  hlk+04     71.8627       67  bkk+16     6.39   6.39     ymw17
2478  J2030+3641    ckr+12     0.2001285881663         17  ckr+12     4.99678736138          4  ckr+12     246.0          7  ckr+12     6.95   6.95     ymw17
2479  J2030+4415    pga+12     0.22707017739            3  pga+12     4.4039248637           5  pga+12     *              0  *          *      *        *
2480  J2030+55      hrk+08     0.579                    0  hrk+08         1.727116           0  hrk+08     60             0  hrk+08     3.44   3.44     ymw17

2481  J2032+4127    aaa+09c    0.14324647              19  hnl+17     6.980975               9  hnl+17     114.67         4  hnl+17     1.33   4.62     ymw17
2482  J2033+0042    bb10       5.01339800063           90  lbr+13     0.19946551219          4  lbr+13     37.84         13  lbr+13     2.93   2.93     ymw17
2483  J2033+1734    rtj+96     0.00594895754032859     18  abb+18     168.096677984487       5  abb+18     25.0809        9  abb+18     1.74   1.74     ymw17
2484  J2033-1938    blr+13     1.28171902379           12  blr+13     0.78020219833          8  blr+13     23.47          9  blr+13     1.52   1.52     ymw17
2485  J2036+2835    bck+13     1.35872676315            2  bck+13     0.735983147695        11  bck+13     84.2174       64  bkk+16     6.74   6.74     ymw17

2486  B2034+19      stwd85     2.0743770781             5  dtms88     0.48207243059         12  dtms88     36.891647     48  bkk+16     2.79   2.79     ymw17
2487  B2035+36      dtws85     0.61871508419            5  hlk+04     1.61625282066         13  hlk+04     93.56          6  hlk+04     4.85   4.85     ymw17
2488  J2038+35      hrk+08     0.16                     0  hrk+08         6.250000           0  hrk+08     58             0  hrk+08     3.82   3.82     ymw17
2489  J2038-3816    lml+98     1.5772861505             3  dsb+98     0.63400036809         13  dsb+98     33.96          6  dsb+98     3.59   3.59     ymw17
2490  B2036+53      dtws85     1.424568215153          11  hlk+04     0.701967086843         5  hlk+04     160.196       12  bkk+16     8.19   8.19     ymw17

2491  J2040+1657    lxf+05     0.865606225032           4  lxf+05     1.155259714038         6  lxf+05     50.6919       14  bkk+16     4.45   4.45     ymw17
2492  J2043+1711    hrm+11     0.002379878923889762     3  abb+18     420.1894432367018      5  abb+18     20.757        14  abb+18     1.56   1.48     ymw17
2493  J2043+2740    rtj+96     0.09613056295            5  rtj+96     10.402518921           6  rtj+96     21.02064      15  bkk+16     1.48   1.48     ymw17
2494  J2043+7045    hrk+08     0.588                    0  hrk+08         1.700680           0  hrk+08     57             0  hrk+08     3.92   3.92     ymw17
2495  J2044+4614    snk96      1.3927154635             2  snk96      0.71802175405         11  snk96      315.4          4  snk96      8.95   8.95     ymw17

2496  J2045+0912    clm+05     0.3955551117394          5  clm+05     2.528092724179         4  clm+05     31.776         4  clm+05     2.46   2.46     ymw17
2497  J2045+3633    bcf+17     0.031681843248534       11  bcf+17     31.56382007686         1  bcf+17     129.5477      17  bcf+17     5.63   5.63     ymw17
2498  B2043-04      mlt+78     1.5469381168652         17  hlk+04     0.6464382699590        7  hlk+04     35.799        10  hlk+04     3.27   3.27     ymw17
2499  B2044+15      mlt+78     1.1382856833155         12  hlk+04     0.8785140801273        9  hlk+04     39.81796      49  bkk+16     3.34   3.34     ymw17
2500  B2045+56      dtws85     0.476734842147           7  hlk+04     2.09760208735          3  hlk+04     101.790291    77  bkk+16     4.34   4.34     ymw17

2501  J2047+1053    rap+12     0.00429                  0  rap+12       233.100233           0  rap+12     34.6           0  rap+12     2.79   2.79     ymw17
2502  J2047+5029    jsb+09     0.445944557385           4  jsb+09     2.242431224778        16  jsb+09     107.676        5  jsb+09     3.97   3.97     ymw17
2503  B2045-16      tv68       1.961572303613          12  hlk+04     0.509795126164         3  hlk+04     11.456         5  hlk+04     0.95   0.77     ymw17
2504  J2048+2255    naf03      0.2839009641977         10  naf03      3.522355067817        13  naf03      70.6847       22  bkk+16     7.65   7.65     ymw17
2505  J2050+1259    naf03      1.2210199818             9  bfrs18     0.8189874162           6  bfrs18     52.40          0  bfrs18     5.83   5.83     ymw17

2506  J2051-0827    sbl+96     0.00450864182000643     11  svf+16     221.796283653017       5  svf+16     20.7299       17  svf+16     1.47   1.47     ymw17
2507  J2052+1218    cck+16     0.00199                  0  cck+16       502.512563           0  cck+16     42             0  cck+16     3.92   3.92     ymw17
2508  J2053+1718    bfrs18     0.11926775831844        12  bfrs18     8.384495643240         8  bfrs18     26.979         0  bfrs18     2.09   2.09     ymw17
2509  J2053+4650    bcf+17     0.0125862753143500      16  bcf+17     79.45162290069         1  bcf+17     98.0828        6  bcf+17     3.81   3.81     ymw17
2510  B2048-72      mlt+78     0.341336231373           4  dmk+93     2.92966262614          4  dmk+93     17.3           4  dmk+93     1.03   1.03     ymw17

2511  B2053+21      stwd85     0.8151811027646          8  hlk+04     1.2267212728664       12  hlk+04     36.34963      29  bkk+16     3.00   3.00     ymw17
2512  J2055+2539    sdz+10     0.3195611745            11  sdz+10     3.12929129             1  sdz+10     *              0  *          0.62   *        *
2513  B2053+36      dbtb82     0.2215076382770          3  hlk+04     4.514517006178         5  hlk+04     97.4155       56  bkk+16     5.00   5.24     ymw17
2514  J2102+38      hrk+08     1.19                     0  hrk+08         0.840336           0  hrk+08     85             0  hrk+08     4.62   4.62     ymw17
2515  J2105+07      dsm+16     3.74663                  0  dsm+16         0.266907           0  dsm+16     52.6           0  dsm+16     25.00  +25.00   ymw17

2516  J2105+28      slr+14     0.405737                11  slr+14     2.46465                7  slr+14     62.4           8  slr+14     5.84   5.84     ymw17
2517  J2105+6223    kkl+15     2.30487883766            4  kkl+15     0.433862285366         7  kkl+15     50.75          8  kkl+15     2.72   2.72     ymw17
2518  J2108-3429    lml+98     1.4231018383             2  dsb+98     0.70269040000         10  dsb+98     30.22          1  dsb+98     3.88   3.88     ymw17
2519  B2106+44      dls73      0.4148705368737          6  hlk+04     2.410390498047         3  hlk+04     139.827       11  hlk+04     4.35   4.35     ymw17
2520  J2111+2106    blr+13     3.9538529596             6  blr+13     0.25291785259          4  blr+13     59.2964       35  bkk+16     8.40   8.40     ymw17

2521  J2111+40      hrk+08     4.061                    0  hrk+08         0.246245           0  hrk+08     120            0  hrk+08     5.28   5.28     ymw17
2522  J2111+4606    pga+12     0.157829924735          10  pga+12     6.3359340865           4  pga+12     *              0  *          *      *        *
2523  B2110+27      skk+80     1.2028517540847         12  hlk+04     0.8313576437031        8  hlk+04     25.11106      18  bkk+16     1.87   1.87     ymw17
2524  B2111+46      dl70       1.014684793189           5  hlk+04     0.985527729116         4  hlk+04     141.26         9  hlk+04     4.00   4.12     ymw17
2525  J2113+67      slr+14     0.5521697               88  slr+14     1.81104                3  slr+14     55.1           8  slr+14     2.89   2.89     ymw17

2526  B2113+14      mlt+78     0.4401530669475         14  hlk+04     2.271936912618         7  hlk+04     56.2044       61  bkk+16     25.00  +25.00   ymw17
2527  J2122+54      slr+14     0.1388657               13  slr+14     7.20120                7  slr+14     31.7           7  slr+14     1.81   1.81     ymw17
2528  B2122+13      dtws85     0.694053479086           3  hlk+04     1.440811162444         6  hlk+04     30.2473       13  bkk+16     2.81   2.81     ymw17
2529  J2124-3358    bjb+97     0.00493111494309662     15  rhc+16     202.793893782574       6  rhc+16     4.60096        0  rhc+16     0.41   0.36     ymw17
2530  B2123-67      mlt+78     0.32577128742           11  nmc81      3.0696382358          11  nmc81      35             3  nmc81      6.00   6.00     ymw17

2531  J2129-0429    hrm+11     0.00762                  0  hrm+11       131.233596           0  hrm+11     16.9           0  hrm+11     1.83   1.39     ymw17
2532  B2127+11A     wkm+89     0.11066470446904         5  jcj+06     9.036304798336         5  jcj+06     67.31          5  and93      14.20  +25.00   ymw17
2533  B2127+11B     agk+90     0.05613303552473         9  jcj+06     17.81482135523         3  jcj+06     67.69         12  and93      14.20  +25.00   ymw17
2534  B2127+11C     agk+90     0.03052929614864         1  jcj+06     32.755422697308       11  jcj+06     67.13          5  and93      14.20  +25.00   ymw17
2535  B2127+11D     pakw91     0.0048028043457          3  and93      208.211688010         14  and93      67.3           2  and93      14.20  +25.00   ymw17

2536  B2127+11E     pakw91     0.00465143521539        13  and93      214.987407906          7  and93      66.51         12  and93      14.20  +25.00   ymw17
2537  B2127+11F     and93      0.00402704270710        15  and93      248.321180760         10  and93      65.52         15  and93      14.20  +25.00   ymw17
2538  B2127+11G     and93      0.037660166953           8  and93      26.553254563           6  and93      66.4           2  and93      14.20  +25.00   ymw17
2539  B2127+11H     and93      0.0067433942397          3  and93      148.293272565          7  and93      67.15         12  and93      14.20  +25.00   ymw17
2540  J2129-5721    llb+96     0.00372634848386723      3  rhc+16     268.3592273587338     16  rhc+16     31.8509        0  rhc+16     3.20   6.17     ymw17

2541  J2136-1606    rsm+13     1.22723540015            6  rsm+13     0.81483959791          4  rsm+13     18.48          5  rsm+13     1.63   1.63     ymw17
2542  J2137+64      slr+14     1.75087                 14  slr+14     0.57114                5  slr+14     106            2  slr+14     3.74   3.74     ymw17
2543  J2138+4911    hrk+08     0.696                    0  hrk+08         1.436782           0  hrk+08     168            0  hrk+08     4.20   4.20     ymw17
2544  J2139+00      cnst96     0.312470                 3  cnst96     3.20031                4  cnst96     36             7  cnst96     25.00  +25.00   ymw17
2545  J2139+2242    snt97      1.08351351364            2  snt97      0.922923422192        18  snt97      44.15971      75  bkk+16     4.93   4.93     ymw17

2546  J2139+4716    pga+12     0.282849345409          16  pga+12     3.5354509962           2  pga+12     *              0  *          *      *        *
2547  J2140-2310A   rsb+04     0.0110193290688805      67  rsb+04     90.74962674670         6  rsb+04     25.0640       41  rsb+04     9.20   3.11     ymw17
2548  J2140-2310B   rsb+04     0.012986381              3  rsb+04     77.003746             14  rsb+04     25.09         12  rsb+04     9.20   3.12     ymw17
2549  J2143+0654    zct+05     9.42822888              10  kk09b      0.1060644595          11  kk09b      *              0  *          *      *        *
2550  J2144-3933    mld+96     8.509827491              3  ymj99      0.11751119527          5  ymj99      3.35           1  dsb+98     0.16   0.29     ymw17

2551  J2144-5237    bcm+15     0.00504                  0  bcm+15       198.412698           0  bcm+15     19.0           0  bcm+15     1.58   1.58     ymw17
2552  J2145-0750    bhl+94     0.01605242391938130     15  dcl+16     62.2958878373891       6  dcl+16     8.99761        0  rhc+16     0.53   0.69     ymw17
