1213  J1708-3426    mld+96     0.692113246520          10  hlk+04     1.444850253954        19  hlk+04     190.7          3  hlk+04     4.73   4.73     ymw17
1214  J1708-3506    kjv+10     0.0045051589484591       7  nbb+14     221.96775106948        3  nbb+14     146.732        2  nbb+14     3.32   3.32     ymw17
1215  J1708-3641    ncb+15     0.587566793839          14  ncb+15     1.70193416389          5  ncb+15     316            3  ncb+15     11.31  11.31    ymw17

1216  J1708-3827    kbm+03     1.2257819960             7  kbm+03     0.8158057495           5  kbm+03     788            3  kbm+03     20.57  20.57    ymw17
1217  J1708-4008    snt+97     11.0062624               7  dk14       0.090857365            5  dk14       *              0  *          3.80   *        *
1218  J1708-4522    hfs+04     1.29783683782            7  hfs+04     0.77051288025          4  hfs+04     454            3  hfs+04     23.12  23.12    ymw17
1219  J1708-52      bcm+15     0.44962                  0  bcm+15         2.224100           0  bcm+15     102.6          0  bcm+15     3.29   3.29     ymw17
1220  B1701-75      mlt+78     1.1910239966             8  nmc81      0.8396136458           6  nmc81      37             5  nmc81      1.32   1.32     ymw17

1221  B1706-16      lvw69b     0.65305397126            4  hlk+04     1.53126700704          8  hlk+04     24.891         1  srb+15     0.56   0.56     ymw17
1222  J1709+2313    fcwa95     0.0046311962778409       2  lwf+04     215.926931187250      10  lwf+04     25.3474        2  lwf+04     2.18   2.18     ymw17
1223  J1709-3626    kbm+03     0.447857060325          11  kbm+03     2.23285527591          6  kbm+03     393.6         11  kbm+03     16.13  16.13    ymw17
1224  J1709-3841    mlc+01     0.58698616319           18  mlc+01     1.7036176706           5  mlc+01     356            3  mlc+01     4.30   4.30     ymw17
1225  J1709-43      bbj+11     *                        0  *          *                      0  *          228           20  bbj+11     4.60   4.60     ymw17

1226  J1709-4342    kbm+03     1.735898235             10  kbm+03     0.576070636            4  kbm+03     281           14  kbm+03     6.44   6.44     ymw17
1227  J1709-4401    bbb+12     0.8652353343             7  bbb+12     1.1557549263          10  bbb+12     225.8          4  bbb+12     4.60   4.60     ymw17
1228  B1706-44      jlm+92     0.102459245929           8  wmp+00     9.7599781350           7  wmp+00     75.68          3  pkj+13     2.60   2.28     ymw17
1229  J1710-2616    bbb+12     0.954158007              1  bbb+12     1.0480444462          11  bbb+12     111            1  bbb+12     5.31   5.31     ymw17
1230  J1710-37      ncb+15     0.79265922183            3  ncb+15     1.26157618868          5  ncb+15     346           15  ncb+15     6.05   6.05     ymw17

1231  J1710-4148    kbm+03     0.286561228631          15  kbm+03     3.48965561314         19  kbm+03     461            3  kbm+03     7.36   7.36     ymw17
1232  J1710+49      slr+14     0.0032202231            21  slr+14     310.5375               3  slr+14     7.09           8  slr+14     0.51   0.51     ymw17
1233  B1709-15      dtws85     0.868804249026           4  hlk+04     1.151007262132         4  hlk+04     59.88          3  hlk+04     1.08   1.08     ymw17
1234  J1711-3826    kbm+03     0.46536464559            7  kbm+03     2.1488525385           4  kbm+03     376            7  kbm+03     4.15   4.15     ymw17
1235  J1711-4322    lfl+06     0.1026182883472          6  lfl+06     9.74485168391          5  lfl+06     191.5          7  lfl+06     3.98   3.98     ymw17

1236  B1707-53      mlt+78     0.89921779930           17  nmc81      1.1120776310           3  nmc81      106.1          7  nmc81      4.50   4.50     ymw17
1237  J1712-2715    ebvb01     0.255359660118           3  ebvb01     3.91604531247          5  ebvb01     92.64         13  ebvb01     3.15   3.15     ymw17
1238  J1712-391     bri+06     0.778149                 1  bri+06     1.2851009             17  bri+06     525            3  bri+06     4.36   4.36     ymw17
1239  J1712-392     bri+06     0.0925277                1  bri+06     10.807574             12  bri+06     713            3  bri+06     4.85   4.85     ymw17
1240  J1713+0747    fwc93      0.004570136527581793    17  abb+18     218.8118437960829      8  abb+18     15.917        16  abb+18     1.23   0.92     ymw17

1241  J1713-3844    kbm+03     1.6001140423             3  kbm+03     0.62495545540         12  kbm+03     544            5  kbm+03     4.43   4.43     ymw17
1242  J1713-3949    cpkm02     0.3924514                5  bri+06     2.548086               4  bri+06     342            2  bri+06     3.88   3.88     ymw17
1243  J1714-1054    jbo+09     0.696278743075           9  jbo+09     1.436206418688        19  jbo+09     51             3  jbo+09     0.21   0.21     ymw17
1244  J1714-3810    hg10a      3.824936                17  hg10b      0.2614423             12  hg10b      *              0  *          13.20  *        *
1245  J1715-3247    kel+09     1.26021405926            8  kel+09     0.79351598457          6  kel+09     164            3  kel+09     4.05   4.05     ymw17

1246  J1715-3700    mlc+01     0.7796281140             4  mlc+01     1.2826628261           5  mlc+01     449           11  mlc+01     5.03   5.03     ymw17
1247  J1715-3859    lfl+06     0.92810750775            3  lfl+06     1.07746138421          3  lfl+06     817            5  lfl+06     5.20   5.20     ymw17
1248  J1715-3903    kbm+03     0.27848105467            3  kbm+03     3.5909085492           4  kbm+03     314.0          6  pkj+13     3.74   3.74     ymw17
1249  J1715-4034    kbm+03     2.0721529918             3  kbm+03     0.48258984928          7  kbm+03     254            7  kbm+03     3.92   3.92     ymw17
1250  J1715-4254    hfs+04     0.57374535892            7  hfs+04     1.74293348861         19  hfs+04     407            9  hfs+04     18.75  18.75    ymw17

1251  J1716-3720    mlc+01     0.63031371285            6  mlc+01     1.58651157291         13  mlc+01     682.7         17  mlc+01     5.38   5.38     ymw17
1252  J1716-4005    eklk13     0.31181276456            4  eklk13     3.2070528011           5  eklk13     435            3  eklk13     5.38   5.38     ymw17
1253  J1716-4111    kel+09     1.03606727254            3  kel+09     0.96518829086          3  kel+09     245.8          5  kel+09     4.38   4.38     ymw17
1254  J1716-4711    bbb+12     0.55582421598            6  bbb+12     1.79912996097         20  bbb+12     287.06         6  bbb+12     21.95  21.95    ymw17
1255  J1717+03      dsm+16     3.901                    0  dsm+16         0.256345           0  dsm+16     25.6           0  dsm+16     1.24   1.24     ymw17

1256  B1714-34      jlm+92     0.65629923146            7  hlk+04     1.52369521716         14  hlk+04     587.7          7  hlk+04     25.00  +25.00   ymw17
1257  J1717-3737    kbm+03     0.68241862653            3  kbm+03     1.46537617985          7  kbm+03     525.8         12  kbm+03     4.34   4.34     ymw17
1258  J1717-3847    kbm+03     1.1494989184             6  kbm+03     0.8699442722           5  kbm+03     707            6  kbm+03     5.01   5.01     ymw17
1259  J1717-3953    lfl+06     1.08552061541           18  lfl+06     0.92121695876         15  lfl+06     466            8  lfl+06     6.63   6.63     ymw17
1260  J1717-4043    kbm+03     0.39785744656            3  kbm+03     2.51346307238         19  kbm+03     452.6         12  kbm+03     14.29  14.29    ymw17

1261  J1717-40435   kbm+03     0.34992850807           10  kbm+03     2.8577265840           9  kbm+03     539            5  kbm+03     16.60  16.60    ymw17
1262  B1713-40      jlm+92     0.88771864319            3  yws+15     1.12648304468          3  yws+15     306.9          1  khs+14     7.26   7.26     ymw17
1263  J1717-5800    ebvb01     0.321793346869           6  ebvb01     3.10758444738          6  ebvb01     125.22        14  ebvb01     11.24  11.24    ymw17
1264  J1718-3714    hfs+04     1.2893787775             3  hfs+04     0.77556728669         14  hfs+04     833           21  hfs+04     5.33   5.33     ymw17
1265  J1718-3718    hfs+04     3.3785742533             4  mh11       0.29598283922          3  mh11       371.1         17  mh11       3.92   3.92     ymw17

1266  J1718-3825    mlc+01     0.0746699205656          4  mlc+01     13.39227352093         7  mlc+01     247.46         6  pkj+13     3.49   3.49     ymw17
1267  J1718-41      ncb+15     0.5484192               12  ncb+15     1.823423               4  ncb+15     354            7  ncb+15     11.60  11.60    ymw17
1268  J1718-4539    lfl+06     0.59047278772            3  lfl+06     1.69355814663          7  lfl+06     254            6  lfl+06     13.79  13.79    ymw17
1269  J1719-1438    bbb+11a    0.0057901517700238       5  nbb+14     172.707044602370      13  nbb+14     36.862         4  nbb+14     0.34   0.34     ymw17
1270  J1719-23      bbb+12     0.4540                   0  bbb+12         2.202643           0  bbb+12     110            0  bbb+12     5.11   5.11     ymw17

1271  B1715-40      jlm+92     0.189094492501           2  jml+95     5.28836132017          6  jml+95     386.6          2  jml+95     9.77   9.77     ymw17
1272  J1719-4302    kbm+03     0.23547520029            3  kbm+03     4.2467317100           6  kbm+03     297.7          6  kbm+03     13.41  13.41    ymw17
1273  J1720+00      dsm+16     3.357                    0  dsm+16         0.297885           0  dsm+16     46.2           0  dsm+16     2.56   2.56     ymw17
1274  B1718-02      mlt+78     0.477715343692           3  hlk+04     2.093296799451        11  hlk+04     66.98          4  hlk+04     2.36   2.36     ymw17
1275  B1717-16      stwd85     1.56560114802            3  hlk+04     0.638732285846        12  hlk+04     44.83          3  hlk+04     0.99   0.99     ymw17

1276  J1720+2150    fcwa95     1.61566378034            7  lwf+04     0.61894065595          3  lwf+04     40.719        35  bkk+16     5.58   5.58     ymw17
1277  J1720-2446    bbb+12     0.87426457245            8  bbb+12     1.14381850931         11  bbb+12     103            3  bbb+12     3.77   3.77     ymw17
1278  B1717-29      dls72      0.6204483653468         16  hlk+04     1.611737665617         4  hlk+04     42.64          3  hlk+04     1.09   1.09     ymw17
1279  J1720-36      ncb+15     0.09213212               3  ncb+15     10.853978              4  ncb+15     341            1  ncb+15     3.78   3.78     ymw17
1280  J1720-3659    mlc+01     0.351124633722           5  mlc+01     2.84799157894          4  mlc+01     381.6          5  mlc+01     3.92   3.92     ymw17

1281  B1718-19      lbhb93     1.00403745670           19  hlk+04     0.99597877881         18  hlk+04     75.7           3  hlk+04     8.60   3.07     ymw17
1282  J1721-1939    ebvb01     0.404039751280          15  ebvb01     2.47500399857         10  ebvb01     103            2  ebvb01     5.62   5.62     ymw17
1283  J1721-2457    eb01b      0.00349663378270016     19  jsb+10     285.989343507338      15  jsb+10     47.758        19  eb01b      1.37   1.37     ymw17
1284  J1721+35      ttol16     0.8219                   0  ttol16         1.216693           0  ttol16     22             3  ttol16     1.95   1.95     ymw17
1285  B1718-35      jlm+92     0.280423858549           6  hlk+04     3.56603038405          7  hlk+04     496.0          4  hlk+04     4.60   4.70     ymw17

1286  B1718-32      dls72      0.477157518356           4  hlk+04     2.095743987113        14  hlk+04     126.064        8  hlk+04     2.93   2.93     ymw17
1287  B1718-36      jlm+92     0.399183351758           4  jml+95     2.50511449337          3  jml+95     416.2          2  jml+95     3.99   3.99     ymw17
1288  B1719-37      mlt+78     0.236173191636           4  antt94     4.23418082752          8  antt94     99.49          3  pkj+13     2.48   2.48     ymw17
1289  J1722-4400    lfl+06     0.2185540958272         15  lfl+06     4.57552623855          3  lfl+06     219.3          5  lfl+06     9.07   9.07     ymw17
1290  J1723-2837    fsk+04     0.001855732795729       11  cls+13     538.870683485          3  cls+13     19.688        13  cls+13     0.72   0.72     ymw17

1291  J1723-2852    eklk13     0.6250339127            12  eklk13     1.599913188            4  eklk13     172            6  eklk13     4.76   4.76     ymw17
1292  J1723-3659    mlc+01     0.2027219378604         17  mlc+01     4.93286523676          4  mlc+01     254.4          1  pkj+13     3.50   3.50     ymw17
1293  J1723-38      ncb+15     0.76579581473           10  ncb+15     1.30583111159         18  ncb+15     472            2  ncb+15     6.88   6.88     ymw17
1294  J1724-3149    hfs+04     0.94823697410            9  hfs+04     1.05458870231          9  hfs+04     409            4  hfs+04     18.47  18.47    ymw17
1295  J1724-35      ekl09      1.42199                  2  kle+10     0.703240              10  kle+10     554.9         99  kle+10     4.33   4.33     ymw17

1296  J1724-3505    mlc+01     1.2217076921             3  mlc+01     0.81852640077         17  mlc+01     875            3  mlc+01     6.78   6.78     ymw17
1297  J1724-4500    lfl+06     1.3091087873             3  lfl+06     0.76387845665         12  lfl+06     182            3  lfl+06     7.36   7.36     ymw17
1298  J1725-0732    crh+06a    0.239919487227           4  crh+06a    4.16806492694          7  crh+06a    58.91          7  crh+06a    0.20   0.20     ymw17
1299  J1725-2852    lfl+06     1.257787625             10  lfl+06     0.795046779            6  lfl+06     161           10  lfl+06     4.25   4.25     ymw17
1300  J1725-3546    mlc+01     1.0324711993             4  mlc+01     0.9685500193           3  mlc+01     744            4  mlc+01     4.80   4.80     ymw17

1301  J1725-3848    kbm+03     2.0623862583            13  kbm+03     0.4848752245           4  kbm+03     230           11  kbm+03     4.14   4.14     ymw17
1302  J1725-3853    mlb+12     0.004791822704           3  mlb+12     208.68885636          14  mlb+12     158.2          7  mlb+12     3.14   3.14     ymw17
1303  J1725-4043    kbm+03     1.46507137487            9  kbm+03     0.68256060227          5  kbm+03     203            3  kbm+03     4.47   4.47     ymw17
1304  J1726-00      dsm+13     1.3086                   0  dsm+13         0.764175           0  dsm+13     57             0  dsm+13     3.05   3.05     ymw17
1305  J1726-31      kek+13     0.12347018               9  kek+13     8.099122               6  kek+13     264.4          0  kek+13     5.14   5.14     ymw17

1306  J1726-3530    mlc+01     1.11013244403            5  mlc+01     0.90079341918          4  mlc+01     718            4  pkj+13     4.72   4.72     ymw17
1307  J1726-3635    mlc+01     0.287431567184          13  mlc+01     3.47908898733         15  mlc+01     539.2          7  mlc+01     4.84   4.84     ymw17
1308  J1726-4006    hfs+04     0.88277826565           10  hfs+04     1.13278729089         12  hfs+04     277            3  hfs+04     9.40   9.40     ymw17
1309  J1727-2739    hfs+04     1.29309994235           16  hfs+04     0.77333543004          9  hfs+04     147            4  hfs+04     4.00   4.00     ymw17
1310  J1727-29      kle+10     *                        0  *          *                      0  *          93            10  kkl+11     2.61   2.61     ymw17

1311  J1727-2946    fsk+04     0.0270831832440066      12  lem+15     36.9232815430327      17  lem+15     60.74          3  lem+15     1.88   1.88     ymw17
1312  B1726-00      stwd85     0.3860037238349         15  hlk+04     2.590648582519        10  hlk+04     41.09          3  hlk+04     1.46   1.46     ymw17
1313  J1728-3733    mlc+01     0.61553824309           16  mlc+01     1.6245944281           4  mlc+01     281.5          7  mlc+01     4.56   4.56     ymw17
1314  J1728-4028    lfl+06     0.866342509              4  lfl+06     1.154277886            5  lfl+06     231           10  lfl+06     6.91   6.91     ymw17
1315  J1729-2117    btb+15     0.0662928992668          4  btb+15     15.08457181780        10  btb+15     34.49          4  btb+15     0.97   0.97     ymw17

1316  J1730-2304    lnl+95     0.00812279804607698      4  rhc+16     123.1102871605879      5  rhc+16     9.61634        0  rhc+16     0.62   0.51     ymw17
1317  J1730-2900    lfl+06     1.5384267263             3  lfl+06     0.65001470845         10  lfl+06     289            5  lfl+06     12.06  12.06    ymw17
1318  B1727-33      jlm+92     0.139460211250          18  hlk+04     7.1705039813           9  hlk+04     261.29         4  pkj+13     3.49   3.49     ymw17
1319  J1730-3353    hfs+04     3.2702418032             5  hfs+04     0.30578778579          4  hfs+04     256           10  hfs+04     3.46   3.46     ymw17
1320  J1730-34      ncb+15     0.09982956              15  ncb+15     10.017073             16  ncb+15     628            5  ncb+15     4.57   4.57     ymw17

1321  J1731-1847    kjv+10     0.00234455954688568     11  nbb+14     426.51934403983        2  nbb+14     106.4711       6  nbb+14     4.78   4.78     ymw17
1322  J1731-3123    hfs+04     0.75304798900            3  hfs+04     1.32793661839          5  hfs+04     354            3  hfs+04     7.17   7.17     ymw17
1323  J1731-3322    ncb+15     0.54467054719            4  ncb+15     1.83597223158         14  ncb+15     877.4          0  ncb+15     5.54   5.54     ymw17
1324  B1727-47      lvw68      0.82982878524            5  wmp+00     1.20506786194          6  wmp+00     123.056        4  pkj+13     5.54   5.54     ymw17
1325  J1732-1930    lml+98     0.483769998047           8  hlk+04     2.06709800946          3  hlk+04     72.43         14  hlk+04     2.63   2.63     ymw17

1326  J1732-3131    aaa+09c    0.196543154965          20  rkp+11     5.0879411200           5  rkp+11     15.44         32  mad12      0.64   0.64     ymw17
1327  J1732-3426    lfl+06     0.33288667881            4  lfl+06     3.0040252844           3  lfl+06     513.5         18  lfl+06     4.34   4.34     ymw17
1328  J1732-35      ncb+15     0.126689998553           5  ncb+15     7.8932829065           4  ncb+15     340            2  ncb+15     4.05   4.05     ymw17
1329  J1732-3729    kbm+03     2.18400134708           15  kbm+03     0.45787517546          4  kbm+03     317            3  kbm+03     10.93  10.93    ymw17
1330  B1729-41      mlt+78     0.6279806844             3  nmc81      1.5924056660           8  nmc81      195.3          4  hfs+04     7.23   7.23     ymw17

1331  J1732-4156    hfs+04     0.323434055969          13  hfs+04     3.09182036197         12  hfs+04     228.7         15  hfs+04     11.53  11.53    ymw17
1332  J1732-5049    eb01b      0.00531255029055024     12  rhc+16     188.233512213289       4  rhc+16     56.8365        0  rhc+16     1.87   1.87     ymw17
1333  B1730-22      dls73      0.871682832986           3  hlk+04     1.147206256861         3  hlk+04     41.14          3  hlk+04     1.10   1.10     ymw17
1334  J1733-2533    lfl+06     0.65979414168            4  lfl+06     1.51562424828          9  lfl+06     242            5  lfl+06     12.03  12.03    ymw17
1335  J1733-2837    lfl+06     0.76818455674            6  lfl+06     1.30177050713          9  lfl+06     225            5  lfl+06     4.74   4.74     ymw17

1336  J1733-3030    hfs+04     0.362051962860          14  hfs+04     2.76203446627         10  hfs+04     636            3  hfs+04     20.58  20.58    ymw17
1337  J1733-3322    mhl+02     1.24591463402            8  mhl+02     0.80262320764          5  mhl+02     524.0         17  mhl+02     4.24   4.24     ymw17
1338  B1730-37      jlm+92     0.337593698481          12  lwy+16     2.9621405983           1  lwy+16     153.18         8  pkj+13     3.15   3.15     ymw17
1339  J1733-4005    hfs+04     0.561778329077          13  hfs+04     1.78006154428          4  hfs+04     317.8         11  hfs+04     19.19  19.19    ymw17
1340  J1733-5515    bbb+12     1.011233535              8  bbb+12     0.988891255            8  bbb+12     83.9           8  bbb+12     4.22   4.22     ymw17

1341  B1732-02      dtws85     0.839394324968           9  hlk+04     1.191335192834        12  hlk+04     65.05          9  hlk+04     1.80   1.80     ymw17
1342  J1734-2415    lfl+06     0.61252373999           12  lfl+06     1.6325897834           3  lfl+06     126.3          7  lfl+06     3.44   3.44     ymw17
1343  J1734-3058    ncb+15     0.541285680730           5  ncb+15     1.847453268395        18  ncb+15     260.0         14  ncb+15     3.74   3.74     ymw17
1344  J1734-3333    mhl+02     1.169340685              5  elk+11     0.855182765            3  elk+11     578            9  elk+11     4.46   4.46     ymw17
1345  J1735-0243    blr+13     0.7828869765             5  blr+13     1.2773235857           9  blr+13     55.4           5  blr+13     1.00   1.00     ymw17

1346  B1732-07      ll76       0.4193349661853         11  hlk+04     2.384728392905         6  hlk+04     73.512         4  hlk+04     0.21   0.21     ymw17
1347  J1735-3258    mhl+02     0.35096322944           12  mhl+02     2.8493013402          10  mhl+02     758            3  pkj+13     4.97   4.97     ymw17
1348  J1736+05      cnst96     0.999245                 3  cnst96     1.000756               4  cnst96     42             8  cnst96     2.49   2.49     ymw17
1349  J1736-2457    lfl+06     2.64222343904           14  lfl+06     0.378469127638        19  lfl+06     170            4  lfl+06     4.50   4.50     ymw17
1350  J1736-2819    hfs+04     1.59241948019           13  hfs+04     0.62797523670          5  hfs+04     261           11  hfs+04     6.03   6.03     ymw17

1351  J1736-2843    hfs+04     6.4450360861            17  hfs+04     0.15515816927          4  hfs+04     331           10  hfs+04     10.38  10.38    ymw17
1352  J1736-3511    kbm+03     0.50280278290           13  kbm+03     1.9888513628           6  kbm+03     106            3  kbm+03     2.63   2.63     ymw17
1353  J1737-0811    blr+13     0.0041750173128551       8  blr+13     239.51996484444        5  blr+13     55.311         3  blr+13     0.21   0.21     ymw17
1354  J1737-3102    mhl+02     0.76867227339            5  mhl+02     1.30094454375          8  mhl+02     280            6  mhl+02     3.60   3.60     ymw17
1355  J1737-3137    mhl+02     0.45043236999            7  mhl+02     2.2200891113           3  mhl+02     488.1          4  pkj+13     4.16   4.16     ymw17

1356  J1737-3320    hfs+04     0.81627308018            6  hfs+04     1.22508021431          9  hfs+04     804            5  hfs+04     13.29  13.29    ymw17
1357  B1734-35      jlm+92     0.397584746441           3  jml+95     2.515187036101        19  jml+95     89.41          4  jml+95     2.49   2.49     ymw17
1358  J1738+0333    jac05      0.0058500958597756860    11  fwe+12     170.93736991146392     3  fwe+12     33.77312       4  fwe+12     1.47   1.51     ymw17
1359  J1738+04      dsm+16     1.39179                  0  dsm+16         0.718499           0  dsm+16     23.6           0  dsm+16     1.08   1.08     ymw17
1360  J1738-2330    lfl+06     1.97884743163            4  lfl+06     0.505344668829         9  lfl+06     99.3          18  lfl+06     2.87   2.87     ymw17

1361  J1738-2647    hfs+04     0.34959099098            5  hfs+04     2.8604856126           4  hfs+04     182.2         16  hfs+04     4.13   4.13     ymw17
1362  J1738-2736    ncb+15     0.627715518484          19  ncb+15     1.59307834609          5  ncb+15     323.6          7  ncb+15     11.98  11.98    ymw17
1363  J1738-2955    mhl+02     0.4433980218             4  mhl+02     2.2553100166          17  mhl+02     223.4          6  mhl+02     3.46   3.46     ymw17
1364  J1738-3107    hfs+04     0.54949769829           13  hfs+04     1.8198438376           4  hfs+04     735           10  hfs+04     4.79   4.79     ymw17
1365  B1735-32      cjlm87     0.768498945480           3  hlk+04     1.301237959897         4  hlk+04     49.59          4  hlk+04     1.27   1.27     ymw17

1366  J1738-3316    hfs+04     0.73037251102            5  hfs+04     1.36916434411          8  hfs+04     273            4  hfs+04     3.75   3.75     ymw17
1367  J1739+0612    jbo+09     0.234169035616           3  jbo+09     4.27041943171          6  jbo+09     101.5         13  jbo+09     25.00  +25.00   ymw17
1368  J1739-1313    ebvb01     1.215697613611           9  ebvb01     0.822572972756         7  ebvb01     58.2           5  ebvb01     0.73   0.73     ymw17
1369  J1739-2521    cbmp17     1.81846119286           24  jcs+17     0.54991550214          8  jcs+17     186.4          0  cbmp17     4.41   4.41     ymw17
1370  B1736-29      cl86       0.322882431774           9  hlk+04     3.09710254134          8  hlk+04     138.55         2  pkj+13     2.91   2.91     ymw17

1371  J1739-3023    mhl+02     0.11436793182            4  mhl+02     8.743709745            3  mhl+02     170.5          1  pkj+13     3.07   3.07     ymw17
1372  J1739-3049    mhl+02     0.239317178406          18  mhl+02     4.1785550317           3  mhl+02     573.2         21  mhl+02     4.38   4.38     ymw17
1373  B1736-31      cl86       0.52944098843           15  hlk+04     1.8887846273           5  hlk+04     600.1         12  hlk+04     4.41   4.41     ymw17
1374  J1739-3159    mhl+02     0.87756123714           15  mhl+02     1.13952161704         19  mhl+02     337            5  mhl+02     3.80   3.80     ymw17
1375  J1739-3951    lfl+06     0.341772476799          10  lfl+06     2.92592314444          8  lfl+06     24.6           4  lfl+06     0.78   0.78     ymw17

1376  J1740+1000    mca00      0.154087174313           2  mac+02     6.48983281353          9  mac+02     23.897        25  bkk+16     1.23   1.23     ymw17
1377  B1737+13      mlt+78     0.803050264794           4  hlk+04     1.245252064335         5  hlk+04     48.66823      43  bkk+16     4.18   4.18     ymw17
1378  J1740-2540    hfs+04     1.69265634040            9  hfs+04     0.59078737729          3  hfs+04     333            5  hfs+04     15.04  15.04    ymw17
1379  B1737-30      cl86       0.60688662425            4  ywml10     1.6477542263           1  ywml10     151.96         1  pkj+13     0.40   2.94     ymw17
1380  J1740-3052    sml+01     0.570313411724           3  msk+12     1.753421854445        10  msk+12     738.78         8  msk+12     4.75   4.75     ymw17

1381  J1740-3327    hfs+04     0.515000656402          14  hfs+04     1.94174509793          5  hfs+04     274.1         15  hfs+04     4.20   4.20     ymw17
1382  J1740-5340A   dlm+01     0.00365032889720         1  dpm+01     273.9479176156         8  dpm+01     71.8           2  dpm+01     2.20   3.14     ymw17
1383  B1738-08      mlt+78     2.043082458401           6  hlk+04     0.4894565052369       13  hlk+04     74.90          5  hlk+04     0.22   0.22     ymw17
1384  J1741+1351    jbo+07     0.003747154500259940     8  abb+18     266.8691669720664      5  abb+18     24.19871      14  abb+18     1.79   1.36     ymw17
1385  J1741-2019    ebvb01     3.90450636119           13  ebvb01     0.256114322143         9  ebvb01     74.9           4  ebvb01     2.55   2.55     ymw17

1386  J1741-2054    aaa+09c    0.41370012084           18  rkp+11     2.417209833            1  rkp+11     4.7            1  crr+09     0.30   0.27     ymw17
1387  J1741-2719    lfl+06     0.346796929142          19  lfl+06     2.88353187692         15  lfl+06     361.9          4  lfl+06     11.51  11.51    ymw17
1388  J1741-2733    mhl+02     0.89295866978            6  mhl+02     1.11987265911          7  mhl+02     149.2         17  mhl+02     3.07   3.07     ymw17
1389  J1741+2758    fcwa95     1.3607376877             4  lwf+04     0.7348954975           3  lwf+04     29.14487      11  bkk+16     2.52   2.52     ymw17
1390  J1741-2945    mhl+02     0.223557828541          15  mhl+02     4.4731155537           3  mhl+02     310.3         12  mhl+02     3.71   3.71     ymw17

1391  J1741-3016    mhl+02     1.89374869377           18  mhl+02     0.52805316951          5  mhl+02     382            6  mhl+02     3.87   3.87     ymw17
1392  J1741-34      ncb+15     0.875137                 2  ncb+15     1.142678               3  ncb+15     241            8  ncb+15     4.56   4.56     ymw17
1393  B1737-39      mlt+78     0.512211401067           8  wmz+01     1.95231890176          4  wmz+01     158.5          6  nmc81      4.62   4.62     ymw17
1394  J1742-3957    lfl+06     1.0163491951             4  lfl+06     0.9839138013           3  lfl+06     186            8  lfl+06     8.05   8.05     ymw17
1395  J1742-4616    ebvb01     0.412401047219           7  ebvb01     2.42482410446          5  ebvb01     115.96        14  ebvb01     5.69   5.69     ymw17

1396  B1740-03      mlt+78     0.44464510677           10  hlk+04     2.2489846054           5  hlk+04     30.26         11  hlk+04     0.20   0.20     ymw17
1397  J1743+05      dsm+16     1.47363                  0  dsm+16         0.678596           0  dsm+16     56.1           0  dsm+16     3.95   3.95     ymw17
1398  B1740-13      stwd85     0.405336948592          10  hlk+04     2.46708325869          6  hlk+04     116.30         3  hlk+04     3.50   3.50     ymw17
1399  J1743-2442    hfs+04     1.24250830909           11  hfs+04     0.80482359167          7  hfs+04     239            5  hfs+04     6.49   6.49     ymw17
1400  B1740-31      jlm+92     2.41457551997            6  hlk+04     0.414151469577        10  hlk+04     193.05         7  hlk+04     3.33   3.33     ymw17

1401  J1743-3153    mhl+02     0.193105399932           7  mhl+02     5.17851909036         17  mhl+02     505.7         12  mhl+02     8.86   8.86     ymw17
1402  J1743-35      ncb+15     0.569980                 9  ncb+15     1.75445                3  ncb+15     174            5  ncb+15     4.01   4.01     ymw17
1403  J1743-4212    ebvb01     0.3061669878595         16  ebvb01     3.266191456470        18  ebvb01     131.94         5  ebvb01     5.01   5.01     ymw17
1404  J1744-1134    bjb+97     0.004074545941439190     7  rhc+16     245.4261197130557      4  rhc+16     3.13695        0  rhc+16     0.40   0.15     ymw17
1405  J1744-1610    ebvb01     1.757205868816          16  ebvb01     0.569085283487         6  ebvb01     66.67         14  ebvb01     1.92   1.92     ymw17

1406  J1744-2335    lml+98     1.68350668862            2  dsb+98     0.593998234019         8  dsb+98     96.66          2  dsb+98     2.72   2.72     ymw17
1407  J1744-3130    mhl+02     1.06606087128            4  mhl+02     0.93803273991          3  mhl+02     192.9          7  mhl+02     3.30   3.30     ymw17
1408  J1744-3922    fsk+04     0.172444360995           2  fsk+04     5.79897187841          7  fsk+04     148.1          7  fsk+04     4.54   4.54     ymw17
1409  J1744-5337    bbb+12     0.3556658488             8  bbb+12     2.811627834            7  bbb+12     108.85        74  tjb+14     8.79   8.79     ymw17
1410  J1745-0129    ebvb01     1.045406855598          18  ebvb01     0.956565374184        17  ebvb01     90.1          11  ebvb01     5.49   5.49     ymw17

1411  J1745-0952    eb01b      0.0193763034411294      19  jsb+10     51.609431233273        5  jsb+10     64.474        14  eb01b      0.23   0.23     ymw17
1412  J1745+1017    bgc+13     0.0026521296710897       4  bgc+13     377.05547013813        5  bgc+13     23.970         2  bgc+13     1.21   1.21     ymw17
1413  J1745-2229    hfs+04     1.160592538166          19  hfs+04     0.861628837956        14  hfs+04     299            3  hfs+04     15.55  15.55    ymw17
1414  J1745-2900    mgz+13     3.763733080             17  laks15     0.2656936554          12  laks15     1778           3  efk+13     8.30   8.29     ymw17
1415  J1745-2910    dcl09      0.982                    0  dcl09          1.018330           0  dcl09      1088           0  dcl09      7.97   7.97     ymw17

