123   J0702-4956   bcm+15     0.6659935900             5  bcm+15     1.501515953            1  bcm+15     98.7           1  bcm+15     0.54
124   J0711+0931   lzb+00     1.21409049248            1  lzb+00     0.823661832618         7  lzb+00     46.238        13  bkk+16     1.17
125   J0719-2545   bjd+06     0.974724730631           9  bjd+06     1.025930674143        10  bjd+06     253.89         6  bjd+06     9.81

126   J0720-3125   hmb+97     8.391115532             26  kv05       0.1191736660           4  kv05       *              0  *          0.40
127   J0726-2612   bjd+06     3.4423084877             4  bjd+06     0.29050272617          4  bjd+06     69.4           4  bjd+06     2.90
128   B0727-18     mlt+78     0.51016034483            3  hlk+04     1.96016803372          9  hlk+04     61.293        10  hlk+04     2.40
129   J0733-2345   lfl+06     1.79624970117           10  lfl+06     0.55671547188          3  lfl+06     194            3  lfl+06     4.18
130   J0736-6304   bb10       4.8628739612             7  jcs+17     0.20563971182          3  jcs+17     19.4           0  cbmp17     0.10

131   J0737-3039B  lbk+04     2.77346077007            8  ksm+06     0.36056035506          1  ksm+06     48.920         5  ksm+06     1.10
132   J0737+69     slr+14     6.82424                 63  slr+14     0.146536              14  slr+14     16             3  slr+14     1.04
133   J0746-4529   bjd+06     2.79102517845            5  bjd+06     0.358291285840         7  bjd+06     134.57        12  bjd+06     0.81
134   J0749-4247   mld+96     1.095452157610          14  dsb+98     0.912865060380        12  dsb+98     104.595        9  dsb+98     0.56
135   J0749-68     kbj+17     0.915171299              2  kbj+17     1.092691610            3  kbj+17     26             0  kbj+17     0.11

136   J0750+57     slr+14     1.174875                65  slr+14     0.85115                5  slr+14     27             2  slr+14     1.62
137   B0751+32     dth78      1.442349479143           3  hlk+04     0.6933132465193       10  hlk+04     39.9863       14  bkk+16     1.46
138   B0756-15     mlt+78     0.6822651758060         14  hlk+04     1.465705762893         3  hlk+04     63.327         3  hlk+04     2.71
139   J0804-3647   bkl+13     2.19198689593           15  bkl+13     0.45620710683          4  bkl+13     196            5  bkl+13     3.35
140   J0806+08     dsm+13     2.0631                   0  dsm+13         0.484707           0  dsm+13     46             0  dsm+13     1.85

141   J0806-4123   hmz+04     11.37038593             12  kk09       0.0879477624           9  kk09       *              0  *          *
142   J0807-5421   bbb+12     0.52664353143            3  bbb+12     1.89881758784         11  bbb+12     165.03         7  bbb+12     0.89
143   J0808-3937   bkl+13     0.86634928471            3  bkl+13     1.15426885859          4  bkl+13     165            4  bkl+13     2.60
144   B0808-47     mlt+78     0.547199235502           4  smd93      1.827487933317        14  smd93      228.3         12  nmc81      6.49
145   B0809+74     cp68       1.292241446862           3  hlk+04     0.7738491923691       13  hlk+04     5.75066       48  bkk+16     0.43

146   J0815+0939   clm+05     0.64516119106            5  clm+05     1.55000023848         13  clm+05     52.6589       79  bkk+16     2.49
147   J0818-3049   bkl+13     0.7637418483             5  bkl+13     1.3093429439           9  bkl+13     133.7          2  bkl+13     0.43
148   J0818-3232   bjd+06     2.161258926939          15  bjd+06     0.462693288405         4  bjd+06     131.80         7  bjd+06     0.48
149   B0818-13     vl70       1.2381295438682          8  hlk+04     0.8076699283629        5  hlk+04     40.938         3  hlk+04     1.90
150   J0820-3921   bjd+06     1.07356658405            4  bjd+06     0.93147459585          4  bjd+06     179.4          1  bjd+06     3.58

151   B0818-41     mlt+78     0.54544553611            2  antt94     1.83336361524          7  antt94     113.4          2  antt94     0.57
152   B0820+02     mlt+78     0.8648728046988          9  hlk+04     1.1562393852218       11  hlk+04     23.727         6  hlk+04     0.81
153   B0823+26     cls68      0.53066051169            3  hlk+04     1.88444396743          9  hlk+04     19.47633      18  bkk+16     0.32
154   B0826-34     mlt+78     1.84891880365           11  hlk+04     0.54085663363          3  hlk+04     52.2           6  bgg08      0.35
155   J0835-3707   mlc+01     0.541404373627          15  mlc+01     1.84704824843          5  mlc+01     112.3          3  mlc+01     0.55

156   J0835-42     bbb+12     0.7384                   0  bbb+12         1.354280           0  bbb+12     190            0  bbb+12     4.21
157   B0834+06     phbc68     1.2737682915785          7  hlk+04     0.7850721411512        4  hlk+04     12.8640        4  srb+15     0.19
158   B0835-41     lvw68      0.751623617646           8  wmz+01     1.330453137079        15  wmz+01     147.29         7  hfs+04     1.50
159   J0838-3947   mlc+01     1.7039457055             9  mlc+01     0.5868731596           3  mlc+01     219           11  mlc+01     5.10
160   B0839-53     mlt+78     0.72061236106            2  dmk+93     1.38770864065          4  dmk+93     156.5         10  cmh91      0.57

161   B0840-48     mlt+78     0.64435405580           12  nmc81      1.5519418106           3  nmc81      196.85         8  hfs+04     3.10
162   J0843+0719   bjd+06     1.36586                  5  bjd+06     0.73214                3  bjd+06     36.6           3  bjd+06     2.07
163   B0844-35     mlt+78     1.116097163402           5  hlk+04     0.895979340143         4  hlk+04     94.16         11  hlk+04     0.54
164   J0847-4316   mll+06     5.9774927370             7  mlk+09     0.167294222511        20  mlk+09     292.5          9  mlk+09     6.55
165   B0841+80     dtws85     1.60222797387            4  hlk+04     0.624130907903        12  hlk+04     34.8121       31  bkk+16     3.30

166   B0853-33     mlt+78     1.267535702756           5  hlk+04     0.788932412575         3  hlk+04     86.635        16  hlk+04     0.50
